NAME,Tipo de Pesticida,No.
o1cc(cc1Cc1ccccc1)COC(=O)C1C(C)(C)C1\C=C(\C)/C,Insecticida,335
BrCC1CC2(Cl)C(Cl)(Cl)C1(Cl)C(Cl)=C2Cl,Insecticida,336
Brc1cc(Cl)c(OP(=S)(OC)OC)cc1Cl,Insecticida,337
Brc1cc(Cl)c(OP(=S)(OCC)OCC)cc1Cl,Insecticida,338
S(C(\C(=N/OC(=O)NC)\C)C)C,Insecticida,339
S(=O)(=O)(C(C(=NOC(=O)NC)C)C)C,Insecticida,340
S(P(SC(CC)C)(OCC)=O)C(CC)C,Insecticida,341
O(C(=O)NC)c1c2c(ccc1)cccc2,Insecticida,342
O1c2c(CC1(C)C)cccc2OC(=O)NC,Insecticida,343
Clc1ccc(SCSP(=S)(OC)OC)cc1,Insecticida,344
S(N(CCCC)CCCC)N(C(Oc1c2OC(Cc2ccc1)(C)C)=O)C,Insecticida,345
S(CC(N(C)C)CSC(=O)N)C(=O)N,Insecticida,346
ClC12C3C(CC(Cl)C3Cl)C(Cl)(C1(Cl)Cl)C(Cl)=C2Cl,Insecticida,347
ClC(OP(=S)(OCC)OCC)C(Cl)(Cl)Cl,Insecticida,348
Clc1cc(Cl)ccc1C(OP(OCC)(OCC)=O)=CCl,Insecticida,349
Clc1cc(NC(=O)NC(=O)c2c(F)cccc2F)cc(Cl)c1Oc1ncc(cc1Cl)C(F)(F)F,Insecticida,350
ClCSP(=S)(OCC)OCC,Insecticida,351
Clc1ccc(cc1)C(O)(C(OCC)=O)c1ccc(Cl)cc1,Insecticida,352
Clc1cc(Cl)c(Cl)nc1OP(=S)(OCC)OCC,Insecticida,353
Clc1cc(Cl)c(Cl)nc1OP(=S)(OC)OC,Insecticida,354
Clc1sc(cn1)CN\C(=N\C)\N[N+](=O)[O-],Insecticida,355
Cl\C(\Cl)=C\C1C(C)(C)C1C(OC(C#N)c1cc(Oc2ccccc2)c(F)cc1)=O,Insecticida,356
Cl\C(=C/C1C(C)(C)C1C(OC(C#N)c1cc(Oc2ccccc2)ccc1)=O)\C(F)(F)F,Insecticida,357
Cl\C(\Cl)=C\C1C(C)(C)C1C(OC(C#N)c1cc(Oc2ccccc2)ccc1)=O,Insecticida,358
S1CN(CN(C)C1=S)C,Insecticida,359
Clc1ccc(cc1)C(C(Cl)(Cl)Cl)c1ccc(Cl)cc1,Insecticida,360
Br\C(\Br)=C\[C@H]1[C@@H](C(O[C@H](C#N)c2cc(Oc3ccccc3)ccc2)=O)C1(C)C,Insecticida,361
S(CCSP(OC)(OC)=O)CC,Insecticida,362
S=P(Oc1nc(nc(c1)C)C(C)C)(OCC)OCC,Insecticida,363
Clc1cc(Cl)ccc1OP(=S)(OCC)OCC,Insecticida,364
Cl\C(\Cl)=C\OP(OC)(OC)=O,Insecticida,365
P(OC)(OC)(O\C(=C\C(=O)N(C)C)\C)=O,Insecticida,366
ClC12C3C(C4C5OC5C3C4)C(Cl)(C1(Cl)Cl)C(Cl)=C2Cl,Insecticida,367
ClC1(C2(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,Insecticida,368
Clc1ccc(NC(=O)NC(=O)c2c(F)cccc2F)cc1,Insecticida,369
P(F)(=O)(N(C)C)N(C)C,Insecticida,370
S(P(=S)(OC)OC)CC(=O)NC,Insecticida,371
O1CCOC1c1ccccc1OC(=O)NC,Insecticida,372
S(CCSP(=S)(OCC)OCC)CC,Insecticida,373
ClC12C3C(COS(OC3)=O)C(Cl)(C1(Cl)Cl)C(Cl)=C2Cl,Insecticida,374
Clc1ccc(cc1)[C@@H](C(C)C)C(O[C@@H](C#N)c1cc(Oc2ccccc2)ccc1)=O,Insecticida,375
S(Cc1ccccc1OC(=O)NC)CC,Insecticida,376
S(P(=S)(OCC)OCC)CSP(=S)(OCC)OCC,Insecticida,377
S(P(SCCC)(OCC)=O)CCC,Insecticida,378
O(c1cc(ccc1)COCC(C)(C)c1ccc(OCC)cc1)c1ccccc1,Insecticida,379
S=P(Oc1nc(nc(OCC)c1)CC)(OC)OC,Insecticida,380
S=P(Oc1cc(C)c([N+](=O)[O-])cc1)(OC)OC,Insecticida,381
S(CCCCOc1ccccc1)C(=O)N(C)C,Insecticida,382
O(c1cc(ccc1)C(OC(=O)C1C(C)(C)C1(C)C)C#N)c1ccccc1,Insecticida,383
S(C)c1ccc(OP(=S)(OC)OC)cc1C,Insecticida,384
Clc1ccc(cc1)C(C(C)C)C(OC(C#N)c1cc(Oc2ccccc2)ccc1)=O,Insecticida,385
Clc1cc(cc(Cl)c1-n1nc(C#N)c(S(=O)C(F)(F)F)c1N)C(F)(F)F,Insecticida,386
Clc1ccc(cc1)/C(=N/OCc1ccc(NC(=O)NC(=O)c2c(F)cccc2F)cc1)/C1CC1,Insecticida,387
FC(F)Oc1ccc(cc1)C(C(C)C)C(OC(C#N)c1cc(Oc2ccccc2)ccc1)=O,Insecticida,388
Clc1cc(ccc1Oc1cc(F)c(NC(=O)NC(=O)c2c(F)cccc2F)cc1)C(F)(F)F,Insecticida,389
O(C(=O)NC)c1cc(\N=C\N(C)C)ccc1,Insecticida,390
S(P(=S)(OC)OC)CC(=O)N(C=O)C,Insecticida,391
S1CCN(P(SC(CC)C)(OCC)=O)C1=O,Insecticida,392
S(N(C(Oc1c2OC(Cc2ccc1)(C)C)=O)C)N(C(OCCCC)=O)C,Insecticida,393
Cl\C(=C/[C@H]1[C@@H](C(O[C@H](C#N)c2cc(Oc3ccccc3)ccc2)=O)C1(C)C)\C(F)(F)F,Insecticida,394
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,Insecticida,395
BrC(F)(F)Oc1ccc(cc1)C(COCc1cc(Oc2ccccc2)ccc1)(C)C,Insecticida,396
ClC12C3C(C=CC3Cl)C(Cl)(C1(Cl)Cl)C(Cl)=C2Cl,Insecticida,397
ClC=1C2C(CC=C2)C=1OP(OC)(OC)=O,Insecticida,398
Clc1cc(NC(=O)NC(=O)c2c(F)cccc2F)cc(Cl)c1OC(F)(F)C(F)F,Insecticida,399
Clc1ncc(cc1)CN1CCN=C1N[N+](=O)[O-],Insecticida,400
Ic1cc(Cl)c(OP(=S)(OC)OC)cc1Cl,Insecticida,401
Clc1nc(OP(=S)(OCC)OCC)nn1C(C)C,Insecticida,402
S=P(Oc1ccccc1C(OC(C)C)=O)(OCC)NC(C)C,Insecticida,403
S=P(Oc1noc(c1)-c1ccccc1)(OCC)OCC,Insecticida,404
Cl\C(=C/[C@H]1[C@@H](C(OC(C#N)c2cc(Oc3ccccc3)ccc2)=O)C1(C)C)\C(F)(F)F,Insecticida,405
Clc1cc(OC(F)(F)C(F)C(F)(F)F)c(Cl)cc1NC(=O)NC(=O)c1c(F)cccc1F,Insecticida,406
S(P(=S)(OC)OC)C(CC(OCC)=O)C(OCC)=O,Insecticida,407
S(P(=S)(OCC)OCC)CC(=O)N(C(OCC)=O)C,Insecticida,408
S1\C(\SCC1C)=N\P(OCC)(OCC)=O,Insecticida,409
S(P(OC)(=O)N)C,Insecticida,410
S1C(=O)N(N=C1OC)CSP(=S)(OC)OC,Insecticida,411
S(C)c1c(cc(OC(=O)NC)cc1C)C,Insecticida,412
S(\C(=N\OC(=O)NC)\C)C,Insecticida,413
ClC(Cl)(Cl)C(c1ccc(OC)cc1)c1ccc(OC)cc1,Insecticida,414
P(OC)(OC)(O\C(=C\C(OC)=O)\C)=O,Insecticida,415
BrC(OP(OC)(OC)=O)C(Br)(Cl)Cl,Insecticida,416
Clc1cc(NC(=O)NC(=O)c2c(F)cccc2F)ccc1OC(F)(F)C(F)OC(F)(F)F,Insecticida,417
S(P(OC)(OC)=O)CC(=O)NC,Insecticida,418
S(\C(=N/OC(=O)NC)\C(=O)N(C)C)C,Insecticida,419
S(=O)(CCSP(OC)(OC)=O)CC,Insecticida,420
S=P(Oc1ccc([N+](=O)[O-])cc1)(OCC)OCC,Insecticida,421
S=P(Oc1ccc([N+](=O)[O-])cc1)(OC)OC,Insecticida,422
Clc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,Insecticida,423
ClC(Cl)=CC1C(C)(C)C1C(OCc1cc(Oc2ccccc2)ccc1)=O,Insecticida,424
O(c1cc(ccc1)COC(=O)C1C(C)(C)C1C=C(C)C)c1ccccc1,Insecticida,425
S(P(=S)(OC)OC)C(C(OCC)=O)c1ccccc1,Insecticida,426
S(CC)CSP(=S)(OCC)OCC,Insecticida,427
Clc1cc2OC(=O)N(c2cc1)CSP(=S)(OCC)OCC,Insecticida,428
S(P(=S)(OC)OC)CN1C(=O)c2c(cccc2)C1=O,Insecticida,429
Cl\C(=C(/OP(OC)(OC)=O)\C)\C(=O)N(CC)CC,Insecticida,430
S=P(OCC)(OCC)O\N=C(/C#N)\c1ccccc1,Insecticida,431
O(C(=O)N(C)C)c1nc(nc(C)c1C)N(C)C,Insecticida,432
S=P(Oc1nc(nc(c1)C)N(CC)CC)(OCC)OCC,Insecticida,433
S=P(Oc1nc(nc(c1)C)N(CC)CC)(OC)OC,Insecticida,434
Brc1cc(Cl)c(OP(SCCC)(OCC)=O)cc1,Insecticida,435
O(C(=O)NC)c1cc(cc(c1)C)C(C)C,Insecticida,436
S=P(OC)(O\C(=C/C(OC(C)C)=O)\C)NCC,Insecticida,437
O(C(C)C)c1ccccc1OC(=O)NC,Insecticida,438
Clc1cc(Cl)ccc1OP(SCCC)(=S)OCC,Insecticida,439
S(P(=S)(OCC)OCC)CC(=O)NC(C)C,Insecticida,440
Clc1ccc(-n2ncc(OP(SCCC)(OCC)=O)c2)cc1,Insecticida,441
S=P(OC1=NN(C(=O)C=C1)c1ccccc1)(OCC)OCC,Insecticida,442
S=P(Oc1nc2c(nc1)cccc2)(OCC)OCC,Insecticida,443
o1cc(cc1Cc1ccccc1)COC(=O)C1C(C)(C)C1\C=C(\C)/C,Insecticida,444
S=P(OCC)(OCC)OP(=S)(OCC)OCC,Insecticida,445
S(C)c1ccc(OP(SCCC)(=S)OCC)cc1,Insecticida,446
Clc1cc(ccc1N[C@H](C(C)C)C(OC(C#N)c1cc(Oc2ccccc2)ccc1)=O)C(F)(F)F,Insecticida,447
Clc1c(F)c(NC(=O)NC(=O)c2c(F)cccc2F)cc(Cl)c1F,Insecticida,448
Cl\C(=C/C1C(C)(C)C1C(OCc1c(F)c(F)c(C)c(F)c1F)=O)\C(F)(F)F,Insecticida,449
S(c1ccc(OP(=S)(OC)OC)cc1)c1ccc(OP(=S)(OC)OC)cc1,Insecticida,450
S(C(C)(C)C)CSP(=S)(OCC)OCC,Insecticida,451
Clc1cc(Cl)c(Cl)cc1C(OP(OC)(OC)=O)=CCl,Insecticida,452
O=C1N(COC(=O)C2C(C)(C)C2\C=C(\C)/C)C(=O)C2=C1CCCC2,Insecticida,453
Clc1ncc(cc1)CN/1CCS\C\1=N/C#N,Insecticida,454
Clc1sc(cn1)CN\1COCN(C)/C/1=N\[N+](=O)[O-],Insecticida,455
S(C(=NOC(=O)N(SN(C(ON=C(SC)C)=O)C)C)C)C,Insecticida,456
S(C/C(=N/OC(=O)NC)/C(C)(C)C)C,Insecticida,457
S(CCSP(=S)(OC)OC)CC,Insecticida,458
S=C(N)N,Insecticida,459
BrC(C(Br)(Br)Br)C1C(C)(C)C1C(OC(C#N)c1cc(Oc2ccccc2)ccc1)=O,Insecticida,460
S(CC(OCC)=O)c1nc(nn1C(=O)N(C)C)C(C)(C)C,Insecticida,461
S=P(Oc1ncn(n1)-c1ccccc1)(OCC)OCC,Insecticida,462
ClC(Cl)(Cl)C(P(OC)(OC)=O)O,Insecticida,463
Clc1cc(Cl)c(Cl)cc1OP(=S)(OCC)CC,Insecticida,464
Clc1ccccc1C(=O)NC(=O)Nc1ccc(OC(F)(F)F)cc1,Insecticida,465
O(C(=O)NC)c1cc(C)c(C)c(c1)C,Insecticida,466
S(C(C(=O)NC)C)CCSP(OC)(OC)=O,Insecticida,467
Cl\C(\Cl)=C\C1C(C)(C)C1C(OC(C#N)c1cc(Oc2ccccc2)ccc1)=O,Insecticida,468
S1SSCC(N(C)C)C1.OC(=O)C(O)=O,Insecticida,469
Clc1ccc(cc1)C(C(Cl)Cl)c1ccc(Cl)cc1,Insecticida,470
S(=O)(C)c1ccc(OP(=S)(OC)OC)cc1C,Insecticida,471
S=P(Oc1ccccc1C(OC(C)C)=O)(OC)N,Insecticida,472
Clc1c(cc(cc1NC(=O)NC(=O)c1c(F)cccc1F)C(F)(F)F)C(F)(F)F,Insecticida,473
S=P(Oc1ccc(cc1)C#N)(OC)OC,Insecticida,474
S1SSCC(N(C)C)C1,Insecticida,475
S(P(=S)(OCC)OCC)C1OCCOC1SP(=S)(OCC)OCC,Insecticida,476
ClCC(SP(=S)(OCC)OCC)N1C(=O)c2c(cccc2)C1=O,Insecticida,477
Clc1cc(SC)c(Cl)cc1OP(=S)(OCC)OCC,Insecticida,478
P(OC)(OC)(O\C(=C\C(=O)NC)\C)=O,Insecticida,479
O(c1cc(ccc1)C(OC(=O)C1C(C)(C)C1\C=C(\C)/C)C#N)c1ccccc1,Insecticida,480
O(C(=O)NC)c1ccccc1C(CC)C,Insecticida,481
O(C(=O)NC)c1ccccc1C(C)C,Insecticida,482
O(C(=O)NC)c1cc(cc(c1)C)C,Insecticida,483
S=P(Oc1ccc([N+](=O)[O-])cc1)(OCC)c1ccccc1,Insecticida,484
ClC1(Cl)CC1(C(OC(C#N)c1cc(Oc2ccccc2)ccc1)=O)c1ccc(OCC)cc1,Insecticida,485
O(C(=O)NC)c1cc(C)c(N(C)C)cc1,Insecticida,486
O1CC(CC1)CN\C(=N\C)\N[N+](=O)[O-],Insecticida,487
O(C(=O)NC)c1cc(C)c(N(C)C)c(c1)C,Insecticida,488
Clc1cc(Cl)ccc1C(OP(OC)(OC)=O)=CCl,Insecticida,489
Clc1cc(cc(Cl)c1-n1nc(C#N)c(S(=O)CC)c1N)C(F)(F)F,Insecticida,490
Clc1cc(Cl)c(Cl)cc1OP(=S)(OC)OC,Insecticida,491
O=C1N(COC(=O)C2C(C)(C)C2\C=C(\C)/C)C(=O)N(C1)CC#C,Insecticida,492
S=P(Oc1nccnc1)(OCC)OCC,Insecticida,493
Clc1ccc(OS(=O)(=O)c2ccccc2)cc1,Insecticida,494
S(P(OC)(OC)=O)CC=1OC=C(OC)C(=O)C=1,Insecticida,495
P(OCC)(OCC)(OP(OCC)(OCC)=O)=O,Insecticida,496
S(P(=S)(OC)OC)Cc1nc(nc(n1)N)N,Insecticida,497
Clc1ccc(Cl)cc1SCSP(=S)(OCC)OCC,Insecticida,498
ClC12C3C(C(Cl)(C1(Cl)Cl)C(Cl)=C2Cl)C(Cl)OC3Cl,Insecticida,499
Cl\C(\Cl)=C\C1C(C)(C)C1C(OCc1c(F)c(F)cc(F)c1F)=O,Insecticida,500
Clc1ccccc1/C(=N\OP(=S)(OCC)OCC)/C#N,Insecticida,501
S(=O)(C)c1ccc(OP(=S)(OCC)OCC)cc1,Insecticida,502
ClC12C3(Cl)C4(Cl)C5(Cl)C(Cl)(C1(Cl)C4=O)C2(Cl)C(Cl)(Cl)C35Cl,Insecticida,503
ClC12C3(Cl)C4(Cl)C5(Cl)C(Cl)(C1(Cl)C4(Cl)Cl)C2(Cl)C(Cl)(Cl)C35Cl,Insecticida,504
ClCCOS(O[C@H](COc1ccc(cc1)C(C)(C)C)C)=O,Insecticida,505
S=P(OC)(OC)O\C=C(\C(OC)=O)/C,Insecticida,506
O=C1C[C@H](OC(=O)[C@H]2[C@H](\C=C(\C)/C)C2(C)C)C(C)=C1CC#C,Insecticida,507
Clc1cc(OP(=S)(OC)OC)ccc1[N+](=O)[O-],Insecticida,508
S(S(O)(=O)=O)CC(N(C)C)CSS(O)(=O)=O,Insecticida,509
S(S(=O)(=O)[O-])C[C@H](N(C)C)CSS(O)(=O)=O.[Na+],Insecticida,510
S(S(=O)(=O)[O-])CC(N(C)C)CSS(=O)(=O)[O-].[Na+].[Na+],Insecticida,511
S(P(=S)(OCC)OCC)CC(OCC)=O,Insecticida,512
ClC1(Cl)[C@]2(Cl)C(C)(C)C(=C)[C@@](Cl)(C1(Cl)Cl)C2Cl,Insecticida,513
S(P(=S)(OC)OC)CC(=O)N1CCOCC1,Insecticida,514
Clc1cc(Cl)c(Cl)nc1OP(OC)(OC)=O,Insecticida,515
Brc1cc(Cl)c(OP(=S)(OC)c2ccccc2)cc1Cl,Insecticida,516
S(=O)(=O)(CCSP(OC)(OC)=O)CC,Insecticida,517
ClC=1[C@@]2(Cl)[C@H]3[C@H]([C@H]4C=C[C@@H]3C4)[C@](Cl)(C=1Cl)C2(Cl)Cl,Insecticida,518
S(CCOP(=S)(OCC)OCC)CC.S(CCSP(OCC)(OCC)=O)CC,Insecticida,519
S(CCOP(=S)(OC)OC)CC,Insecticida,520
S(=O)(=O)(CCOP(=S)(OC)OC)CC,Insecticida,521
S=P(Oc1cnc(nc1)C(C)(C)C)(OC(C)C)OCC,Insecticida,522
S(P(=S)(OC)OC)CC(=O)NCCOC,Insecticida,523
O(C(=O)NC)c1cc(ccc1)C(CC)CC.O(C(=O)NC)c1cc(ccc1)[C@@H](CCC)C,Insecticida,524
ClC[C@H](Oc1ccccc1OC(=O)NC)OC,Insecticida,525
O(C(=O)C1C(C)(C)C1C=CC)Cc1ccc(cc1C)C,Insecticida,526
S=P1(OCc2c(O1)cccc2)OC,Insecticida,527
O([C@@H](\C(=C\CC)\C)C#C)C(=O)[C@@H]1[C@H](\C=C(\C)/C)C1(C)C,Insecticida,528
S(P(=S)(OC)OC)CC(=O)NCC,Insecticida,529
ClC1(Cl)C2(Cl)[C@]3(Cl)[C@@]4(Cl)C5(Cl)[C@@](Cl)([C@@]2(Cl)C3(Cl)C5(O)CC(=O)CCC(OCC)=O)C14Cl,Insecticida,530
Clc1ncc(cc1)CN(\C(\NC)=C/[N+](=O)[O-])CC,Insecticida,531
ClC12C3C(COS(OC3)=O)C(Cl)(C1(Cl)Cl)C(Cl)=C2Cl,Insecticida,532
S(=O)(=NC#N)(C(C)c1ccc(nc1)C(F)(F)F)C,Insecticida,533
S=P(Oc1ccccc1C(OC(C)C)=O)(OC)NC(C)C,Insecticida,534
O(C(=O)NC)c1cc(C)c(N(CC=C)CC=C)c(c1)C,Insecticida,535
ClC(Cl)(Cl)C(P(OC)(OC)=O)OC(=O)CCC,Insecticida,536
Clc1c(C)c(ccc1OC(=O)NC)C,Insecticida,537
S(C)c1ccc(OP(OCCC)(OCCC)=O)cc1,Insecticida,538
P(OP(=O)(N(C)C)N(C)C)(=O)(N(C)C)N(C)C,Insecticida,539
S(\C(=N/OC(=O)NC)\C)CCC#N,Insecticida,540
S(P(OCC)(OCC)=O)CCN(CC)CC,Insecticida,541
Clc1cc(ccc1N[C@@H](C(C)C)C(O[C@@H](C#N)c1cc(Oc2ccccc2)ccc1)=O)C(F)(F)F,Insecticida,542
O(C(=O)N(C)C)c1n(nc(c1)C)C(C)C,Insecticida,543
O(C(=O)NC)c1cc(ccc1)C,Insecticida,544
S1CC\C(=C/[C@@H]2[C@H](C(OCc3cc(oc3)Cc3ccccc3)=O)C2(C)C)\C1=O,Insecticida,545
O=C1C[C@H](OC(=O)[C@@H]2[C@H](\C=C(\C)/C)C2(C)C)C(C)=C1[C@@H]1CCC=C1,Insecticida,546
[Si](CCCc1cc(Oc2ccccc2)c(F)cc1)(C)(C)c1ccc(OCC)cc1,Insecticida,547
n1cc(ccc1)[C@H]1NCCC1,Insecticida,548
S(=O)(CCSP(=S)(OCC)OCC)CC,Insecticida,549
Clc1cc(Cl)cc(Cl)c1OP(SCCC)(OCC)=O,Insecticida,550
Fc1c(COC(=O)C2C(C)(C)C2C=C(C#N)C)c(F)c(F)c(COC)c1F,Insecticida,551
FC(F)(F)c1cc(ccc1)C=1C(=O)[n+]2c(N(Cc3cncnc3)C=1[O-])cccc2,Insecticida,552
ClC(Cl)=C[C@H]1[C@H](C(OCc2cc(Oc3ccccc3)ccc2)=O)C1(C)C,Insecticida,553
ClCCOCCCl,Insecticida,554
Clc1c2n(nc1OP(=S)(OCC)OCC)C(=CC=N2)C,Insecticida,555
Cl\C(\Cl)=C\C1C(C)(C)C1C(OCc1cc(Oc2ccccc2)ccc1)=O,Insecticida,556
S=P(Oc1cc2OC(=O)C3=C(CCCC3)c2cc1)(OCC)OCC,Insecticida,557
S(P(=S)(OC)OC)CCNC(=O)C,Insecticida,558
S(CCOP(=S)(OC)OC)C.S(CCSP(OC)(OC)=O)C,Insecticida,559
S(CCOP(=S)(OC)OC)C,Insecticida,560
S(CCSP(OC)(OC)=O)C,Insecticida,561
ClCCCl,Insecticida,562
ClC(Cl)=CC1C(C)(C)C1C(OC(C#N)c1nc(Oc2ccccc2)ccc1)=O,Insecticida,563
Clc1ccccc1N(C(=O)CCC)CSP(=S)(OC)OC,Insecticida,564
Clc1ccc(Oc2cc(ccc2)COCC(C(F)(F)F)c2ccc(OCC)cc2)cc1,Insecticida,565
S(P(OCC)(=O)NC(C)C)CC(=O)N(C)c1ccccc1,Insecticida,566
S(C(C)C)CCSP(=S)(OC)OC,Insecticida,567
S1C(=O)N(N=C1OCC)CSP(=S)(OC)OC,Insecticida,568
S(P(=S)(OC)C)CC(=O)N(C(OC)=O)C,Insecticida,569
[Hg]([Hg]Cl)Cl,Insecticida,570
P(OC(=CC(=O)NCOC)C)(OC)(OC)=O,Insecticida,571
Clc1cccc(Cl)c1C(=O)NC(=O)Nc1ccc(Cl)cc1,Insecticida,572
S1CCSC1=NP(OCC)(OCC)=O,Insecticida,573
O(C(=O)N(C(=O)CCC)C)c1cc(cc(c1)C)C(C)C,Insecticida,574
S1C(=O)N(N=C1OC(C)C)CSP(=S)(OCC)OCC,Insecticida,575
S=P(OCCC)(OCCC)OP(=S)(OCCC)OCCC,Insecticida,576
ClC(Cl)=CC1C(C)(C)C1C(OCc1cc(Oc2ccccc2)ccc1)=O,Insecticida,577
S=P(Oc1cc(nc2c1cccc2)C)(OCC)OCC,Insecticida,578
Cl.O(C(=O)NC)c1cc(\N=C\N(C)C)ccc1,Insecticida,579
ClC=1[C@@]2(Cl)[C@@H]3[C@@H](COS(OC3)=O)[C@@](Cl)(C=1Cl)C2(Cl)Cl,Insecticida,580
Clc1cc(cc(Cl)c1)[C-]1C(=O)N2C(=[N+](Cc3sc(Cl)nc3)C1=O)C(=CC=C2)C,Insecticida,581
Clc1ccccc1Nc1nc(Cl)nc(Cl)n1,Fungicida,582
Clc1cc(Cl)ccc1C1(OCCO1)Cn1ncnc1,Fungicida,583
O(c1ccccc1C#N)c1ncnc(Oc2ccccc2/C(=C\OC)/C(OC)=O)c1,Fungicida,584
Ic1ccccc1C(=O)Nc1ccccc1,Fungicida,585
O([C@H](n1ncnc1)[C@H](O)C(C)(C)C)c1ccc(cc1)-c1ccccc1,Fungicida,586
Clc1ncccc1C(=O)Nc1ccccc1-c1ccc(Cl)cc1,Fungicida,587
Br[C@@H]1C[C@](OC1)(Cn1ncnc1)c1ccc(Cl)cc1Cl,Fungicida,588
ClC(Cl)(Cl)SN1C(=O)[C@H]2[C@H](CC=CC2)C1=O,Fungicida,589
ClC(Cl)(Cl)SN1C(=O)[C@H]2[C@H](CC=CC2)C1=O,Fungicida,590
S1CCOC(C)=C1C(=O)Nc1ccccc1,Fungicida,591
S1c2nc3cc(ccc3nc2SC1=O)C,Fungicida,592
Clc1c(C#N)c(Cl)c(Cl)c(Cl)c1C#N,Fungicida,593
O=C([O-])C,Fungicida,594
O=C([O-])[O-],Fungicida,595
[Cu](Cl)Cl,Fungicida,596
[Cu+2],Fungicida,597
[Cu],Fungicida,598
S(=O)(=O)([O-])[O-],Fungicida,599
Clc1ccc(cc1)[C@@](O)([C@H](C)C1CC1)Cn1ncnc1,Fungicida,600
ClC(Cl)(SN(S(=O)(=O)N(C)C)c1ccccc1)F,Fungicida,601
Clc1cc(Oc2ccc(Cl)cc2)ccc1[C@@]1(O[C@@H](CO1)C)Cn1ncnc1,Fungicida,602
O(Cc1ccccc1/C(=N\OC)/C(=O)NC)c1cc(ccc1C)C,Fungicida,603
Clc1cc(Cl)ccc1\C=C(\n1ncnc1)/[C@H](O)C(C)(C)C,Fungicida,604
S1C2=C(SC(C#N)=C1C#N)C(=O)c1c(cccc1)C2=O,Fungicida,605
[NH+](=C(\N)/N)/CCCCCCCCCCCC,Fungicida,606
Clc1ccccc1[C@H]1O[C@@]1(Cn1ncnc1)c1ccc(F)cc1,Fungicida,607
O1[C@](C)(c2ccc(Oc3ccccc3)cc2)C(=O)N(Nc2ccccc2)C1=O,Fungicida,608
S(C)C1=N[C@@](C)(c2ccccc2)C(=O)N1Nc1ccccc1,Fungicida,609
Clc1ccccc1[C@](O)(c1ccc(Cl)cc1)c1cncnc1,Fungicida,610
Clc1ccc(cc1)CC[C@](C#N)(Cn1ncnc1)c1ccccc1,Fungicida,611
o1ccc(C(=O)Nc2ccccc2)c1C,Fungicida,612
S=C([S-])N(C)C,Fungicida,613
Clc1ccccc1Oc1ncnc(Oc2ccccc2\C(=N/OC)\C=2OCCON=2)c1F,Fungicida,614
Clc1cc(Cl)ccc1N1C(=O)c2cc(F)ccc2N=C1n1ncnc1,Fungicida,615
[Si](Cn1ncnc1)(C)(c1ccc(F)cc1)c1ccc(F)cc1,Fungicida,616
FC(F)(F)c1ccccc1C(=O)Nc1cc(OC(C)C)ccc1,Fungicida,617
Fc1ccccc1[C@](O)(Cn1ncnc1)c1ccc(F)cc1,Fungicida,618
ClC(Cl)(Cl)SN1C(=O)c2c(cccc2)C1=O,Fungicida,619
[NH+](=C(\N)/N)/CCCCCCCC[NH2+]CCCCCCCC\[NH+]=C(\N)/N,Fungicida,620
Clc1cc(Cl)ccc1[C@@](O)(CCCC)Cn1ncnc1,Fungicida,621
Clc1cc(Cl)ccc1[C@H](OCC=C)Cn1ccnc1,Fungicida,622
[NH+](=C(\N)/N)/CCCCCCCC[NH2+]CCCCCCCC\[NH+]=C(\N)/N,Fungicida,623
O(Cc1ccccc1/C(=N\OC)/C(OC)=O)c1ccccc1C,Fungicida,624
S=C([S-])NCCNC(=S)[S-],Fungicida,625
S=C([S-])NCCNC(=S)[S-],Fungicida,626
S=C([S-])NCCNC(=S)[S-],Fungicida,627
O(C(C)C)c1cc(NC(=O)c2ccccc2C)ccc1,Fungicida,628
Clc1ccc(cc1)C[C@H]1CCC(C)(C)[C@@]1(O)Cn1ncnc1,Fungicida,629
S=C([S-])NCCNC(=S)[S-],Fungicida,630
Clc1ccc(cc1)[C@](CCCC)(C#N)Cn1ncnc1,Fungicida,631
Clc1ccccc1[C@@](O)(c1ccc(F)cc1)c1cncnc1,Fungicida,632
S1(=O)(=O)CCOC(C)=C1C(=O)Nc1ccccc1,Fungicida,633
Clc1cc(Cl)ccc1[C@H](CCC)Cn1ncnc1,Fungicida,634
FC(F)(F)c1nc(OCc2ccccc2/C(=C\OC)/C(OC)=O)ccc1,Fungicida,635
Clc1cc(Cl)cc(Cl)c1OCCN(CCC)C(=O)n1ccnc1,Fungicida,636
Clc1cc(Cl)ccc1[C@@]1(O[C@@H](CO1)CCC)Cn1ncnc1,Fungicida,637
S=C([S-])NC[C@@H](NC(=S)[S-])C,Fungicida,638
Clc1ccccc1C[C@](O)(CN1NC=NC1=S)C1(Cl)CC1,Fungicida,639
Clc1ccc(-n2nc(OCc3ccccc3N(OC)C(OC)=O)cc2)cc1,Fungicida,640
Clc1cc(Cl)ccc1/C(=N\OC)/Cc1cccnc1,Fungicida,641
Clc1ccc(cc1)CC[C@](O)(C(C)(C)C)Cn1ncnc1,Fungicida,642
Clc1cc(Cl)ccc1[C@H](Cn1ncnc1)COC(F)(F)C(F)F,Fungicida,643
